datetime,o,h,l,c,v,oi
2024-05-27 09:15:00,23257.0,23264.95,23209.45,23250.0,3175,438225
2024-05-27 09:16:00,23250.0,23258.65,23250.0,23255.0,2450,438225
2024-05-27 09:17:00,23252.25,23257.75,23250.05,23252.0,1250,438225
2024-05-27 09:18:00,23252.0,23257.4,23250.05,23251.0,925,438425
2024-05-27 09:19:00,23253.55,23253.55,23244.0,23244.0,1950,438425
2024-05-27 09:20:00,23242.95,23243.5,23239.1,23241.5,525,438425
2024-05-27 09:21:00,23241.25,23241.25,23227.0,23235.9,2625,438350
2024-05-27 09:22:00,23235.9,23241.65,23233.45,23235.0,800,438350
2024-05-27 09:23:00,23235.0,23245.0,23233.65,23245.0,2100,438350
2024-05-27 09:24:00,23245.0,23249.45,23240.0,23243.15,925,440100
2024-05-27 09:25:00,23243.15,23252.4,23242.75,23242.8,2675,440100
2024-05-27 09:26:00,23243.2,23250.6,23235.0,23236.45,1600,440100
2024-05-27 09:27:00,23236.45,23236.75,23224.15,23224.15,2075,441400
2024-05-27 09:28:00,23224.15,23230.4,23221.1,23230.4,2850,441400
2024-05-27 09:29:00,23230.4,23230.4,23223.0,23223.0,1675,441400
2024-05-27 09:30:00,23223.0,23232.75,23223.0,23227.05,1325,441000
2024-05-27 09:31:00,23229.0,23229.6,23220.5,23225.0,775,441000
2024-05-27 09:32:00,23225.0,23228.85,23225.0,23225.1,775,441000
2024-05-27 09:33:00,23225.1,23225.1,23220.25,23220.25,150,441525
2024-05-27 09:34:00,23220.25,23220.25,23215.0,23215.0,350,441525
2024-05-27 09:35:00,23215.0,23224.0,23215.0,23224.0,200,441525
2024-05-27 09:36:00,23224.0,23238.8,23224.0,23232.95,550,441525
2024-05-27 09:37:00,23232.95,23247.9,23232.95,23239.6,875,442025
2024-05-27 09:38:00,23239.6,23240.0,23234.6,23240.0,1125,442025
2024-05-27 09:39:00,23240.0,23246.95,23238.45,23246.95,1075,442025
2024-05-27 09:40:00,23246.0,23247.0,23245.0,23245.0,525,443150
2024-05-27 09:41:00,23245.0,23254.55,23243.3,23243.3,850,443150
2024-05-27 09:42:00,23243.3,23254.0,23243.3,23245.8,875,443575
2024-05-27 09:43:00,23245.8,23253.95,23244.5,23252.45,300,443575
2024-05-27 09:44:00,23252.45,23252.45,23241.05,23245.6,1125,443575
2024-05-27 09:45:00,23241.1,23241.15,23241.1,23241.15,100,443575
2024-05-27 09:46:00,23241.1,23248.0,23240.0,23248.0,225,444075
2024-05-27 09:47:00,23248.0,23249.6,23240.0,23240.0,575,444075
2024-05-27 09:48:00,23240.0,23240.0,23231.0,23231.0,175,444075
2024-05-27 09:49:00,23231.0,23240.0,23231.0,23240.0,175,444500
2024-05-27 09:50:00,23240.0,23240.0,23240.0,23240.0,200,444500
2024-05-27 09:51:00,23240.0,23240.0,23232.0,23233.25,175,444325
2024-05-27 09:52:00,23233.25,23233.25,23226.2,23228.8,525,444325
2024-05-27 09:53:00,23228.8,23232.0,23228.8,23228.8,250,444325
2024-05-27 09:54:00,23228.8,23228.85,23220.0,23220.0,275,444375
2024-05-27 09:55:00,23220.0,23224.0,23211.1,23214.4,400,444375
2024-05-27 09:56:00,23214.4,23217.65,23208.1,23210.0,575,444375
2024-05-27 09:57:00,23210.0,23221.7,23206.05,23221.7,975,444450
2024-05-27 09:58:00,23221.7,23228.25,23220.95,23227.6,525,444450
2024-05-27 09:59:00,23227.6,23227.6,23218.0,23218.0,525,444450
2024-05-27 10:00:00,23218.0,23220.2,23214.0,23214.0,225,444275
2024-05-27 10:01:00,23214.0,23214.2,23209.9,23209.9,675,444275
2024-05-27 10:02:00,23204.4,23214.15,23201.1,23205.0,875,444275
2024-05-27 10:03:00,23205.0,23211.7,23197.0,23197.0,2250,443825
2024-05-27 10:04:00,23197.2,23207.1,23193.1,23207.1,850,443825
2024-05-27 10:05:00,23207.1,23215.75,23200.1,23210.95,1225,443825
2024-05-27 10:06:00,23210.95,23210.95,23209.3,23209.3,225,443250
