datetime,o,h,l,c,v,oi
2025-01-03 09:15:00,51825.45,51865.0,51768.7,51860.0,13545,2260815
2025-01-03 09:16:00,51848.85,51895.0,51809.3,51811.0,14400,2260815
2025-01-03 09:17:00,51815.0,51844.35,51797.0,51826.05,12345,2260815
2025-01-03 09:18:00,51835.0,51904.45,51833.85,51904.45,9585,2266695
2025-01-03 09:19:00,51886.05,51928.75,51862.2,51870.0,12180,2266695
2025-01-03 09:20:00,51880.0,51890.4,51856.0,51860.35,7230,2266695
2025-01-03 09:21:00,51860.35,51885.0,51853.75,51871.2,5625,2269605
2025-01-03 09:22:00,51867.4,51876.75,51850.05,51866.45,6270,2269605
2025-01-03 09:23:00,51875.95,51875.95,51831.4,51831.4,4485,2269605
2025-01-03 09:24:00,51830.25,51830.25,51801.0,51819.75,6165,2272665
2025-01-03 09:25:00,51809.5,51815.6,51780.0,51786.5,12195,2272665
2025-01-03 09:26:00,51793.65,51800.0,51780.0,51788.05,3795,2272665
2025-01-03 09:27:00,51774.95,51805.6,51774.95,51785.35,3735,2278380
2025-01-03 09:28:00,51785.35,51786.35,51760.1,51771.05,3855,2278380
2025-01-03 09:29:00,51761.7,51766.15,51730.3,51740.0,12690,2278380
2025-01-03 09:30:00,51728.6,51759.85,51720.0,51740.0,16320,2275485
2025-01-03 09:31:00,51740.0,51772.25,51740.0,51760.0,3660,2275485
2025-01-03 09:32:00,51760.0,51784.3,51724.0,51724.0,7110,2275485
2025-01-03 09:33:00,51728.85,51729.8,51700.0,51707.0,10050,2275155
2025-01-03 09:34:00,51704.8,51709.2,51683.0,51709.2,5745,2275155
2025-01-03 09:35:00,51695.0,51720.0,51680.0,51682.2,9060,2275155
2025-01-03 09:36:00,51680.0,51714.05,51679.8,51696.75,3825,2277960
2025-01-03 09:37:00,51701.6,51710.0,51686.05,51702.4,3015,2277960
2025-01-03 09:38:00,51706.45,51706.45,51681.0,51681.0,3315,2277960
2025-01-03 09:39:00,51681.0,51736.45,51681.0,51700.0,4410,2281230
