t,o,h,l,c,v,oi,series,data_source
2024-05-29 09:54:00,22820.2,22836.6,22818.05,22835.2,40300.0,8621200.0,I,
2024-05-29 09:57:00,22835.2,22847.85,22831.1,22847.85,33750.0,8629600.0,I,
2024-05-29 10:00:00,22847.2,22847.35,22835.05,22840.35,47125.0,8626850.0,I,
2024-05-29 10:03:00,22840.35,22842.45,22805.0,22810.0,65250.0,8631300.0,I,
2024-05-29 10:06:00,22808.3,22814.0,22780.35,22799.0,222000.0,8609450.0,I,
2024-05-29 10:09:00,22798.7,22801.35,22791.65,22795.95,79700.0,8653925.0,I,
2024-05-29 10:12:00,22795.9,22799.0,22786.0,22786.1,79625.0,8660525.0,I,
2024-05-29 10:15:00,22785.35,22800.0,22784.6,22793.75,67275.0,8678600.0,I,
2024-05-29 10:18:00,22796.0,22799.9,22775.0,22785.75,93275.0,8698575.0,I,
2024-05-29 10:21:00,22783.9,22784.4,22752.0,22758.3,158350.0,8698250.0,I,
2024-05-29 10:24:00,22758.6,22767.2,22740.5,22760.4,149850.0,8726100.0,I,
2024-05-29 10:27:00,22761.5,22762.65,22750.25,22759.5,81050.0,8678150.0,I,
2024-05-29 10:30:00,22759.5,22767.75,22750.0,22754.25,40175.0,8663650.0,I,
2024-05-29 10:33:00,22754.25,22770.0,22747.95,22763.0,54300.0,8666225.0,I,
2024-05-29 10:36:00,22761.0,22779.1,22760.2,22775.0,53475.0,8639050.0,I,
2024-05-29 10:39:00,22774.65,22775.0,22761.8,22770.0,63100.0,8664225.0,I,
2024-05-29 10:42:00,22770.3,22784.75,22766.3,22778.7,108475.0,8624850.0,I,
2024-05-29 10:45:00,22778.15,22784.95,22772.05,22779.0,42225.0,8670350.0,I,
2024-05-29 10:48:00,22778.0,22786.75,22763.65,22768.05,76350.0,8682350.0,I,
2024-05-29 10:51:00,22768.25,22770.5,22761.8,22766.5,46525.0,8696800.0,I,
2024-05-29 10:54:00,22765.0,22772.75,22756.6,22770.25,39500.0,8700925.0,I,
2024-05-29 10:57:00,22769.0,22776.75,22764.75,22765.0,28125.0,8708000.0,I,
2024-05-29 11:00:00,22765.0,22768.8,22757.05,22768.15,40650.0,8644500.0,I,
2024-05-29 11:03:00,22766.7,22766.8,22757.0,22758.45,41750.0,8649600.0,I,
2024-05-29 11:06:00,22758.45,22759.5,22748.0,22758.7,82900.0,8639500.0,I,
2024-05-29 11:09:00,22758.5,22759.1,22745.25,22749.35,82100.0,8667375.0,I,
2024-05-29 11:12:00,22749.5,22752.75,22732.5,22745.45,120925.0,8699650.0,I,
2024-05-29 11:15:00,22743.0,22748.3,22723.0,22727.5,96350.0,8720375.0,I,
2024-05-29 11:18:00,22725.25,22740.6,22721.75,22740.6,56750.0,8734850.0,I,
2024-05-29 11:21:00,22739.55,22750.4,22736.95,22746.1,63800.0,8716950.0,I,
2024-05-29 11:24:00,22745.25,22750.35,22741.0,22750.35,49800.0,8738400.0,I,
2024-05-29 11:27:00,22751.95,22772.0,22750.4,22757.4,80850.0,8731675.0,I,
