Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
BANKNIFTY-I.NFO,26/05/2025,09:15:00,55586.4,55586.4,30,55617.8,30,270,0
BANKNIFTY-I.NFO,26/05/2025,09:15:00,55586.4,55586.4,30,55617.8,30,0,0
BANKNIFTY-I.NFO,26/05/2025,09:15:00,55599,55586.4,30,55617.8,30,0,0
BANKNIFTY-I.NFO,26/05/2025,09:15:00,55586.4,55586.4,30,55617.8,30,0,0
BANKNIFTY-I.NFO,26/05/2025,09:15:01,55595.4,55586.2,120,55596,30,1890,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:01,55624.8,55586.2,120,55596,30,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:01,55586.2,55586.2,120,55596,30,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:02,55605.6,55605.6,120,55625,30,720,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:03,55628.6,55628.8,120,55655,60,1260,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:03,55650,55628.8,120,55655,60,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:04,55638.6,55643.4,120,55658.8,120,540,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:04,55659,55643.4,120,55658.8,120,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:05,55658.6,55634.8,120,55654.4,30,150,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:06,55665.4,55645.2,150,55666.8,30,420,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:06,55666.8,55645.2,150,55666.8,30,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:07,55680,55691.2,210,55698,60,450,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:07,55680,55691.2,210,55698,60,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:08,55691,55691,390,55698.8,30,1080,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:08,55698,55691,390,55698.8,30,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:09,55655.4,55659,120,55676.6,120,750,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:09,55699,55659,120,55676.6,120,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:10,55676.6,55661,30,55675,30,900,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:11,55690,55690.8,30,55692.8,30,90,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:12,55699,55697.6,30,55700,210,540,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:12,55700,55697.6,30,55700,210,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:13,55699.8,55683.6,30,55699.8,30,30,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:14,55689.6,55674.4,120,55695,30,960,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:15,55671.2,55676,120,55695.4,30,60,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:16,55695.4,55688,30,55695.6,150,690,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:17,55699,55684.8,30,55699,60,420,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:18,55673.4,55673.4,90,55694,30,600,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:20,55690.8,55676,120,55690.8,30,180,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:21,55696,55684.8,150,55696.8,30,180,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:22,55697.4,55699.4,120,55715,30,570,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:23,55727,55718,30,55727,60,480,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:23,55727,55718,30,55727,60,0,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:24,55695.8,55695.6,30,55700,60,330,1623630
BANKNIFTY-I.NFO,26/05/2025,09:15:25,55714.4,55700,30,55712.2,30,660,1623630
