Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
NIFTY-I.NFO,06/06/2024,09:15:00,22730.05,22750,325,22773.05,100,4100,0
NIFTY-I.NFO,06/06/2024,09:15:00,22730.05,22750,325,22773.05,100,0,0
NIFTY-I.NFO,06/06/2024,09:15:00,22780,22750,325,22773.05,100,0,0
NIFTY-I.NFO,06/06/2024,09:15:00,22721,22750,325,22773.05,100,0,0
NIFTY-I.NFO,06/06/2024,09:15:01,22751.3,22751.3,150,22757.2,125,8625,12913025
NIFTY-I.NFO,06/06/2024,09:15:03,22722,22722,900,22722.15,125,35400,12913025
NIFTY-I.NFO,06/06/2024,09:15:03,22712.1,22722,900,22722.15,125,0,12913025
NIFTY-I.NFO,06/06/2024,09:15:04,22714.85,22708.15,200,22714.9,50,16150,12913025
NIFTY-I.NFO,06/06/2024,09:15:04,22704.75,22708.15,200,22714.9,50,0,12913025
NIFTY-I.NFO,06/06/2024,09:15:06,22716.75,22715.1,350,22715.2,25,15900,12913025
NIFTY-I.NFO,06/06/2024,09:15:06,22700,22715.1,350,22715.2,25,0,12913025
NIFTY-I.NFO,06/06/2024,09:15:07,22728.65,22728.65,175,22731.85,50,14475,12913025
NIFTY-I.NFO,06/06/2024,09:15:09,22720.75,22710,200,22720.75,750,11200,12913025
NIFTY-I.NFO,06/06/2024,09:15:10,22715.75,22715.8,25,22719.65,200,7975,12913025
NIFTY-I.NFO,06/06/2024,09:15:12,22720,22718.6,125,22720,2575,13250,12913025
NIFTY-I.NFO,06/06/2024,09:15:12,22698,22718.6,125,22720,2575,0,12913025
NIFTY-I.NFO,06/06/2024,09:15:13,22717.55,22716.15,375,22719.95,200,10200,12913025
NIFTY-I.NFO,06/06/2024,09:15:15,22718.65,22718.65,75,22719.5,750,8050,12913025
NIFTY-I.NFO,06/06/2024,09:15:17,22719.7,22718.75,200,22722.4,50,10500,12913025
NIFTY-I.NFO,06/06/2024,09:15:18,22725,22721.45,225,22725,75,4425,12913025
NIFTY-I.NFO,06/06/2024,09:15:20,22726.35,22720.55,150,22725.95,25,6025,12913025
NIFTY-I.NFO,06/06/2024,09:15:21,22727.75,22721.1,300,22728.8,25,7000,12913025
NIFTY-I.NFO,06/06/2024,09:15:23,22724.2,22723.45,25,22728.85,200,9925,12913025
NIFTY-I.NFO,06/06/2024,09:15:24,22724.85,22724.95,175,22729.95,200,5150,12913025
NIFTY-I.NFO,06/06/2024,09:15:26,22732.8,22732.8,525,22733.6,25,7450,12925450
NIFTY-I.NFO,06/06/2024,09:15:27,22735.55,22730,75,22735.55,200,10675,12925450
NIFTY-I.NFO,06/06/2024,09:15:29,22729.05,22732.1,25,22738,225,7625,12925450
NIFTY-I.NFO,06/06/2024,09:15:31,22743.95,22743.95,550,22744,25,5600,12925450
NIFTY-I.NFO,06/06/2024,09:15:32,22756.65,22755,200,22758,25,30150,12925450
NIFTY-I.NFO,06/06/2024,09:15:34,22762.05,22762.35,125,22764.85,200,14425,12925450
NIFTY-I.NFO,06/06/2024,09:15:36,22757.35,22756.75,50,22762.2,200,12750,12925450
NIFTY-I.NFO,06/06/2024,09:15:37,22764.85,22764.85,4175,22769.75,200,11925,12925450
NIFTY-I.NFO,06/06/2024,09:15:39,22766.6,22768.05,50,22769.95,200,11200,12925450
NIFTY-I.NFO,06/06/2024,09:15:40,22774,22768.45,200,22774,850,9750,12925450
NIFTY-I.NFO,06/06/2024,09:15:42,22768.05,22768.05,100,22772.6,200,11300,12925450
NIFTY-I.NFO,06/06/2024,09:15:44,22774,22774.05,100,22777,100,6775,12925450
NIFTY-I.NFO,06/06/2024,09:15:45,22778.95,22775.6,125,22778.9,200,8000,12925450
NIFTY-I.NFO,06/06/2024,09:15:47,22771.4,22772.2,125,22776.95,200,2775,12925450
NIFTY-I.NFO,06/06/2024,09:15:48,22771.3,22771.7,25,22775,475,3950,12925450
NIFTY-I.NFO,06/06/2024,09:15:50,22775,22770.9,125,22774.95,100,4850,12925450
NIFTY-I.NFO,06/06/2024,09:15:52,22768.5,22769.3,25,22775.15,50,8775,12925450
NIFTY-I.NFO,06/06/2024,09:15:53,22769.4,22768.2,50,22771.7,25,2250,12925450
NIFTY-I.NFO,06/06/2024,09:15:55,22763.9,22764.45,50,22769.95,50,3250,12925450
NIFTY-I.NFO,06/06/2024,09:15:56,22770.2,22763.1,50,22770.2,25,2575,12925450
NIFTY-I.NFO,06/06/2024,09:15:58,22760,22752.9,100,22761.45,50,5225,12925450
NIFTY-I.NFO,06/06/2024,09:15:59,22751.1,22751.1,50,22755.35,50,4225,12925450
NIFTY-I.NFO,06/06/2024,09:16:01,22760,22756.35,100,22760,925,6200,12925450
NIFTY-I.NFO,06/06/2024,09:16:03,22766.4,22763.75,75,22768.05,50,9325,12925450
NIFTY-I.NFO,06/06/2024,09:16:04,22769.95,22770,200,22773.9,125,6650,12925450
NIFTY-I.NFO,06/06/2024,09:16:06,22775.2,22773.1,75,22775.2,300,7000,12925450
NIFTY-I.NFO,06/06/2024,09:16:07,22768,22767.55,225,22773.05,25,1700,12925450
NIFTY-I.NFO,06/06/2024,09:16:09,22773.75,22774.1,25,22777.9,50,2950,12925450
NIFTY-I.NFO,06/06/2024,09:16:10,22777.9,22777.9,25,22780,7300,11925,12925450
NIFTY-I.NFO,06/06/2024,09:16:12,22779.95,22776.15,125,22779.3,250,2850,12925450
NIFTY-I.NFO,06/06/2024,09:16:13,22770.4,22770.4,75,22775,1675,4800,12925450
NIFTY-I.NFO,06/06/2024,09:16:15,22780,22775.15,50,22780,7125,4200,12925450
NIFTY-I.NFO,06/06/2024,09:16:17,22776.85,22777.3,50,22780,5925,5050,12925450
NIFTY-I.NFO,06/06/2024,09:16:18,22776,22775.25,700,22780,4775,3675,12925450
NIFTY-I.NFO,06/06/2024,09:16:20,22780,22777.85,75,22780,3000,5500,12925450
NIFTY-I.NFO,06/06/2024,09:16:22,22784,22780.45,50,22784,750,5650,12925450
NIFTY-I.NFO,06/06/2024,09:16:22,22784,22780.45,50,22784,750,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:23,22776.65,22776.6,50,22782.35,50,5525,12925450
NIFTY-I.NFO,06/06/2024,09:16:25,22780,22775.45,25,22781.15,50,5125,12925450
NIFTY-I.NFO,06/06/2024,09:16:25,22785,22775.45,25,22781.15,50,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:26,22778.55,22778.75,125,22784,125,1675,12925450
NIFTY-I.NFO,06/06/2024,09:16:28,22785.2,22782.7,125,22786,475,2125,12925450
NIFTY-I.NFO,06/06/2024,09:16:28,22785.2,22782.7,125,22786,475,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:29,22783.6,22784.75,125,22785,25,5825,12925450
NIFTY-I.NFO,06/06/2024,09:16:29,22788,22784.75,125,22785,25,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:31,22785.2,22784.15,50,22788,200,3450,12925450
NIFTY-I.NFO,06/06/2024,09:16:33,22782.2,22781.85,125,22785.8,50,7250,12925450
NIFTY-I.NFO,06/06/2024,09:16:33,22789.95,22781.85,125,22785.8,50,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:34,22786.55,22786.6,50,22794.85,25,10100,12925450
NIFTY-I.NFO,06/06/2024,09:16:34,22794.5,22786.6,50,22794.85,25,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:36,22794.9,22788.8,150,22794.9,1150,1675,12925450
NIFTY-I.NFO,06/06/2024,09:16:36,22794.9,22788.8,150,22794.9,1150,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:37,22788.85,22789.4,150,22794.9,900,950,12925450
NIFTY-I.NFO,06/06/2024,09:16:39,22786.05,22786,1050,22792,100,2650,12925450
NIFTY-I.NFO,06/06/2024,09:16:40,22790.8,22791.25,50,22794.85,25,3375,12925450
NIFTY-I.NFO,06/06/2024,09:16:40,22794.95,22791.25,50,22794.85,25,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:42,22794.15,22794.1,50,22795,9125,6475,12925450
NIFTY-I.NFO,06/06/2024,09:16:42,22795,22794.1,50,22795,9125,0,12925450
NIFTY-I.NFO,06/06/2024,09:16:43,22795,22791.7,250,22795,10350,2475,12925450
NIFTY-I.NFO,06/06/2024,09:16:45,22790.8,22790.85,125,22794.9,50,3175,12925450
NIFTY-I.NFO,06/06/2024,09:16:47,22792.25,22791.65,375,22794.9,200,6475,12925450
NIFTY-I.NFO,06/06/2024,09:16:48,22794.85,22791.8,200,22794.9,50,5975,12925450
