datetime,o,h,l,c,v,oi
2024-10-11 09:15:00,52057.55,52081.15,51997.05,52029.95,1260,354000
2024-10-11 09:16:00,52029.95,52030.0,51963.8,51963.8,2160,354000
2024-10-11 09:17:00,51988.15,51988.15,51928.05,51963.4,825,354000
2024-10-11 09:18:00,51963.4,51966.2,51939.4,51965.05,540,354165
2024-10-11 09:19:00,51965.05,51999.5,51954.6,51999.5,690,354165
2024-10-11 09:20:00,51995.0,51995.0,51946.55,51947.6,600,354165
2024-10-11 09:21:00,51963.0,51981.45,51961.45,51974.65,480,353985
2024-10-11 09:22:00,51971.0,52001.0,51971.0,51997.4,630,353985
2024-10-11 09:23:00,51997.4,51997.4,51950.0,51961.95,570,353985
2024-10-11 09:24:00,51961.95,51961.95,51945.05,51947.0,150,354600
2024-10-11 09:25:00,51945.0,51979.0,51940.0,51979.0,1140,354600
2024-10-11 09:26:00,51979.0,51994.4,51969.75,51969.75,120,354600
2024-10-11 09:27:00,51969.75,51969.75,51955.0,51961.1,105,353925
2024-10-11 09:28:00,51961.1,51994.4,51961.1,51977.95,615,353925
2024-10-11 09:29:00,51977.95,51979.9,51961.2,51961.2,915,353925
2024-10-11 09:30:00,51961.2,51973.9,51956.1,51956.1,300,353565
2024-10-11 09:31:00,51956.1,51956.1,51919.15,51919.15,960,353565
2024-10-11 09:32:00,51919.15,51945.25,51917.45,51942.7,1155,353565
2024-10-11 09:33:00,51943.0,51966.7,51940.7,51966.7,165,353820
2024-10-11 09:34:00,51972.0,51972.0,51972.0,51972.0,825,353820
2024-10-11 09:35:00,51972.0,51972.0,51967.0,51967.0,15,353820
2024-10-11 09:36:00,51967.0,51967.0,51966.0,51966.0,165,354330
2024-10-11 09:37:00,51948.2,51970.65,51948.2,51964.05,255,354330
2024-10-11 09:38:00,51964.05,51990.0,51964.05,51987.0,300,354330
2024-10-11 09:39:00,51987.0,51990.0,51980.0,51981.55,120,354180
2024-10-11 09:40:00,51981.45,51985.9,51955.05,51955.05,150,354180
2024-10-11 09:41:00,51955.05,51975.0,51955.05,51975.0,195,354180
2024-10-11 09:42:00,51975.0,51975.0,51950.0,51950.0,105,354105
2024-10-11 09:43:00,51950.0,51980.0,51935.05,51980.0,195,354105
2024-10-11 09:44:00,51980.0,51980.0,51946.4,51959.95,165,354105
2024-10-11 09:45:00,51959.95,51998.75,51959.95,51998.75,180,354165
2024-10-11 09:46:00,51998.75,52023.7,51998.2,52020.0,255,354165
2024-10-11 09:47:00,52020.0,52020.0,52001.0,52009.1,210,354165
2024-10-11 09:48:00,52009.1,52009.1,51989.4,51989.4,450,354435
2024-10-11 09:49:00,51989.4,52020.0,51989.4,52020.0,165,354435
2024-10-11 09:50:00,52020.0,52060.0,52020.0,52060.0,1335,354435
2024-10-11 09:51:00,52059.05,52100.0,52056.05,52100.0,690,354720
2024-10-11 09:52:00,52100.0,52100.0,52070.05,52070.05,345,354720
2024-10-11 09:53:00,52070.05,52096.5,52070.05,52082.05,90,354720
2024-10-11 09:54:00,52082.05,52090.0,52080.0,52080.0,45,354810
2024-10-11 09:55:00,52080.0,52111.0,52080.0,52111.0,285,354810
2024-10-11 09:56:00,52111.0,52111.0,52082.0,52082.0,345,354810
2024-10-11 09:57:00,52080.0,52096.65,52072.05,52096.65,390,354840
2024-10-11 09:58:00,52096.65,52096.65,52066.0,52080.65,90,354840
2024-10-11 09:59:00,52080.65,52080.65,52056.05,52066.45,150,354840
2024-10-11 10:00:00,52066.45,52090.0,52066.45,52070.0,600,354915
2024-10-11 10:01:00,52087.95,52087.95,52067.95,52067.95,45,354915
2024-10-11 10:02:00,52067.95,52085.9,52067.95,52067.95,45,354915
2024-10-11 10:03:00,52067.95,52067.95,52034.0,52045.15,255,354960
2024-10-11 10:04:00,52045.15,52079.0,52045.15,52068.55,45,354960
2024-10-11 10:05:00,52068.55,52075.0,52068.55,52075.0,45,354960
2024-10-11 10:06:00,52075.0,52075.5,52046.05,52046.05,120,354960
2024-10-11 10:07:00,52046.05,52050.0,52046.05,52050.0,30,354960
2024-10-11 10:08:00,52050.0,52074.8,52050.0,52074.8,120,354960
2024-10-11 10:09:00,52074.8,52075.0,52064.05,52069.1,60,355020
2024-10-11 10:10:00,52069.1,52099.0,52069.1,52089.95,225,355020
2024-10-11 10:11:00,52089.95,52089.95,52089.95,52089.95,0,355020
2024-10-11 10:12:00,52089.95,52090.0,52089.95,52090.0,45,354960
2024-10-11 10:13:00,52090.0,52109.0,52090.0,52109.0,300,354960
2024-10-11 10:14:00,52109.0,52120.0,52100.05,52120.0,495,354960
2024-10-11 10:15:00,52120.0,52120.0,52093.3,52093.95,195,354870
2024-10-11 10:16:00,52093.95,52093.95,52080.05,52080.05,75,354870
2024-10-11 10:17:00,52080.05,52107.9,52080.05,52094.3,45,354870
2024-10-11 10:18:00,52094.3,52094.3,52094.0,52094.0,15,354795
2024-10-11 10:19:00,52094.0,52098.95,52084.05,52084.05,90,354795
