datetime,o,h,l,c,v,oi
2025-05-02 09:15:00,55381.0,55695.0,55381.0,55665.6,1710,214560
2025-05-02 09:16:00,55665.6,55665.6,55550.0,55650.0,870,214560
2025-05-02 09:17:00,55650.0,55709.4,55650.0,55709.4,1500,214560
2025-05-02 09:18:00,55720.0,55754.4,55718.4,55749.0,720,215400
2025-05-02 09:19:00,55749.0,55790.0,55741.2,55766.4,1230,215400
2025-05-02 09:20:00,55783.2,55829.8,55779.8,55829.8,1320,215400
2025-05-02 09:21:00,55830.0,55850.0,55750.0,55775.8,1770,215310
2025-05-02 09:22:00,55775.8,55800.0,55747.4,55788.0,510,215310
2025-05-02 09:23:00,55788.0,55826.0,55765.6,55826.0,750,215310
2025-05-02 09:24:00,55830.0,55849.8,55821.0,55845.8,360,215580
2025-05-02 09:25:00,55845.8,55900.0,55820.0,55865.2,2340,215580
2025-05-02 09:26:00,55865.2,55945.0,55865.2,55917.6,1170,215580
2025-05-02 09:27:00,55937.8,55950.0,55906.6,55950.0,960,216720
2025-05-02 09:28:00,55950.0,55999.0,55934.8,55999.0,2580,216720
2025-05-02 09:29:00,55999.0,56013.8,55971.2,56013.8,1500,216720
2025-05-02 09:30:00,56013.8,56075.0,56013.8,56075.0,1290,218400
2025-05-02 09:31:00,56086.8,56100.0,56018.4,56023.6,810,218400
2025-05-02 09:32:00,56023.6,56023.6,55968.0,55970.6,1860,218400
2025-05-02 09:33:00,55970.6,55984.0,55921.4,55984.0,420,218400
2025-05-02 09:34:00,55984.0,56000.0,55961.8,56000.0,1830,218400
2025-05-02 09:35:00,56012.2,56012.2,55970.0,55995.4,750,218400
2025-05-02 09:36:00,55995.4,55995.4,55970.0,55970.0,270,218940
2025-05-02 09:37:00,55965.2,55965.2,55940.2,55951.8,900,218940
2025-05-02 09:38:00,55951.8,55988.0,55940.2,55974.4,630,218940
2025-05-02 09:39:00,55974.4,56015.0,55955.0,56015.0,780,219540
2025-05-02 09:40:00,56015.0,56060.0,55996.8,56029.8,630,219540
2025-05-02 09:41:00,56029.8,56029.8,55956.2,55981.6,180,219540
2025-05-02 09:42:00,55981.8,56000.0,55981.8,56000.0,150,219630
2025-05-02 09:43:00,56000.0,56000.0,55907.0,55913.4,450,219630
2025-05-02 09:44:00,55940.0,55950.0,55914.0,55950.0,210,219630
2025-05-02 09:45:00,55950.0,55950.0,55950.0,55950.0,30,219720
2025-05-02 09:46:00,55950.0,55950.0,55911.6,55911.6,540,219720
2025-05-02 09:47:00,55906.2,55915.2,55905.0,55905.0,90,219720
2025-05-02 09:48:00,55905.2,55943.0,55905.2,55943.0,300,219990
2025-05-02 09:49:00,55943.0,56000.0,55943.0,55959.2,540,219990
2025-05-02 09:50:00,55959.2,56000.0,55958.0,55958.0,180,219990
2025-05-02 09:51:00,55958.0,55976.6,55949.0,55956.2,210,220470
2025-05-02 09:52:00,55956.2,55956.2,55930.0,55930.0,270,220470
2025-05-02 09:53:00,55930.0,55960.0,55930.0,55960.0,210,220470
2025-05-02 09:54:00,55960.0,55999.0,55960.0,55978.6,210,220680
2025-05-02 09:55:00,55987.0,56000.0,55975.0,55983.6,270,220680
2025-05-02 09:56:00,55983.6,55995.0,55983.6,55995.0,60,220680
2025-05-02 09:57:00,55995.0,56000.0,55977.0,55979.8,420,220890
2025-05-02 09:58:00,55979.8,55979.8,55943.2,55950.0,90,220890
2025-05-02 09:59:00,55950.0,55963.6,55950.0,55963.6,60,220890
2025-05-02 10:00:00,55963.6,55994.0,55963.6,55994.0,150,221190
2025-05-02 10:01:00,55994.0,55994.0,55980.0,55994.0,240,221190
2025-05-02 10:02:00,55994.0,56020.0,55994.0,56000.0,960,221190
2025-05-02 10:03:00,56000.0,56000.0,55956.8,55956.8,120,221490
2025-05-02 10:04:00,55956.8,55975.4,55940.6,55970.8,210,221490
2025-05-02 10:05:00,55970.8,55983.6,55969.8,55972.8,330,221490
2025-05-02 10:06:00,55972.8,55972.8,55971.0,55971.0,30,221490
2025-05-02 10:07:00,55971.0,55971.0,55958.6,55971.0,90,221520
2025-05-02 10:08:00,55971.0,55975.0,55961.2,55961.2,90,221520
2025-05-02 10:09:00,55961.2,55975.0,55960.2,55968.8,90,221550
2025-05-02 10:10:00,55968.8,55999.0,55968.8,55995.0,240,221550
2025-05-02 10:11:00,55995.0,55995.0,55957.0,55970.4,120,221550
2025-05-02 10:12:00,55970.4,55970.4,55945.8,55957.4,150,221550
2025-05-02 10:13:00,55957.4,55990.0,55957.4,55980.2,270,221550
2025-05-02 10:14:00,55980.2,55999.0,55970.0,55970.0,180,221550
2025-05-02 10:15:00,55971.0,55999.8,55971.0,55979.4,270,221520
2025-05-02 10:16:00,55979.4,55979.4,55965.0,55966.8,120,221520
2025-05-02 10:17:00,55966.8,55978.0,55954.4,55954.4,120,221520
2025-05-02 10:18:00,55954.4,55971.4,55945.2,55945.2,240,221520
2025-05-02 10:19:00,55950.4,55977.6,55940.0,55940.0,210,221520
2025-05-02 10:20:00,55940.0,55962.4,55939.8,55962.4,90,221520
2025-05-02 10:21:00,55962.4,55962.4,55905.0,55910.0,210,221640
2025-05-02 10:22:00,55910.0,55930.2,55910.0,55930.2,60,221640
2025-05-02 10:23:00,55930.2,55960.6,55910.0,55960.6,210,221640
2025-05-02 10:24:00,55960.6,55960.6,55936.8,55936.8,60,221640
2025-05-02 10:25:00,55936.8,55962.0,55921.0,55942.6,150,221580
2025-05-02 10:26:00,55953.6,55955.8,55942.6,55942.6,240,221580
2025-05-02 10:27:00,55942.6,55942.6,55934.2,55934.2,210,221490
2025-05-02 10:28:00,55934.2,55953.2,55934.2,55953.2,150,221490
2025-05-02 10:29:00,55953.2,55953.2,55934.4,55934.4,30,221490
2025-05-02 10:30:00,55934.4,55936.2,55900.0,55900.0,450,221640
2025-05-02 10:31:00,55900.0,55907.4,55852.0,55907.4,510,221640
2025-05-02 10:32:00,55907.4,55926.8,55865.8,55865.8,180,221640
2025-05-02 10:33:00,55866.4,55900.0,55866.4,55900.0,690,221190
2025-05-02 10:34:00,55900.0,55900.0,55873.2,55873.6,630,221190
2025-05-02 10:35:00,55873.6,55873.6,55852.2,55869.0,300,221190
2025-05-02 10:36:00,55864.0,55864.0,55818.2,55834.8,390,221100
2025-05-02 10:37:00,55834.8,55834.8,55818.0,55834.8,330,221100
2025-05-02 10:38:00,55834.8,55881.6,55834.8,55874.0,1110,221100
2025-05-02 10:39:00,55874.0,55929.6,55874.0,55929.6,420,221910
2025-05-02 10:40:00,55929.6,55929.6,55900.0,55906.0,90,221910
2025-05-02 10:41:00,55906.0,55947.6,55906.0,55943.2,120,221910
2025-05-02 10:42:00,55943.2,55943.2,55936.8,55943.0,990,221400
2025-05-02 10:43:00,55943.0,55943.0,55943.0,55943.0,0,221400
2025-05-02 10:44:00,55943.2,55943.2,55910.0,55910.0,90,221400
2025-05-02 10:45:00,55910.0,55910.0,55876.2,55882.0,270,221400
2025-05-02 10:46:00,55882.0,55883.0,55882.0,55882.0,210,221250
2025-05-02 10:47:00,55882.0,55901.4,55882.0,55896.8,300,221250
2025-05-02 10:48:00,55896.8,55896.8,55867.0,55870.0,630,221730
2025-05-02 10:49:00,55870.0,55870.0,55860.0,55860.0,180,221730
2025-05-02 10:50:00,55860.0,55879.0,55860.0,55879.0,30,221730
2025-05-02 10:51:00,55879.0,55879.0,55879.0,55879.0,0,221730
2025-05-02 10:52:00,55879.0,55880.0,55861.0,55861.0,90,221760
2025-05-02 10:53:00,55861.0,55861.0,55841.0,55841.0,60,221760
2025-05-02 10:54:00,55841.0,55841.0,55773.0,55773.0,750,221520
2025-05-02 10:55:00,55773.0,55790.6,55730.6,55730.6,1020,221520
2025-05-02 10:56:00,55744.8,55744.8,55712.2,55725.8,570,221520
2025-05-02 10:57:00,55725.8,55781.2,55712.0,55760.0,210,220950
2025-05-02 10:58:00,55760.0,55800.0,55760.0,55791.6,180,220950
2025-05-02 10:59:00,55791.6,55792.0,55781.0,55781.0,330,220950
2025-05-02 11:00:00,55779.8,55816.8,55773.2,55816.8,210,220830
2025-05-02 11:01:00,55816.8,55816.8,55815.4,55815.4,180,220830
